Employer_OrganizationName,Employer_EmployerName,Employer_Telephone,Employer_Email,email_quality
สจจ.น่าน,นายพัฒนบดี ศรีช่างเงิน(เอ็ม บ้านขนมเด็ก),"0932524105,0848096224",leemeoff_laek@hotmail.com,1
สจจ.ปทุมธานี,บริษัท พี เอส ที ทรานสปอร์ต แอนด์ เซอร์วิส จำกัด,021598375,hr01.pmp.pst@gmail.com,1
สจจ.สมุทรสาคร,บริษัท ไทยรวมสินพัฒนาอุตสาหกรรม จำกัด(สาขาสมุทรสาคร),034-816444 ต่อ 4634,kanyapat.keawsingud@thaiunion.com,1
สจจ.ชุมพร,บริษัท สยามแม็คโครจำกัด (มหาชน) สาขาชุมพร,077658700,doe.cpn.chumphon@gmail.com,1
สจจ.สุราษฎร์ธานี,บ.เอ็มเอสเค ออโตโมบิล จก.,077-313538,52900dlr@Gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๕,บริษัทสยามแม็คโคร จำกัด (มหาชน) สาขาชุมพร,020170000,xxx@xxx.xxx,0
สจจ.สมุทรปราการ,บริษัท ท็อป โพลิเมอร์ จำกัด,02-0466700,personnel@top-poiymer.com,1
สจจ.นครปฐม,บริษัท เอฟ - พลัส จำกัด,034981555,anucha@f-plus.co.th,1
สจจ.สมุทรปราการ,บริษัท คลีนโปร ลอนดรี้ จำกัด,027599515,cpthr@cleanprolaudry.com,1
สจจ.กาญจนบุรี,บริษัท ยงเฮ้าส์ จำกัด (กาญจนบุรี),034-527777,somjai@yonghouse.co.th,1
สจจ.อ่างทอง,บริษัท ทริปเปิลที บรอดแบนด์  จำกัด (มหาชน) สาขาอ่างทอง,035-940096-7,Preanee.ch@jasmine.com,1
สจจ.ปทุมธานี,บริษัท พิสิษฐ์การแพทย์ จำกัด,02-1025263 ต่อ 103,pisitmedical2018@gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๒,บริษัท ยูทากะ แมททีเรียล จำกัด,02-4503096,napan@yutaka.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๙,บริษัท แม็คเอ็ดดูเคชั่น กำจัด,0818292372/0-2512-0661,wasan.san@maceducation.com,1
สจจ.นนทบุรี,วังหลังเฟรม,024466739,chutimon1888@gmail.com,0
สจจ.นครปฐม,บริษัท อิออน ธนสินทรัพย์ (ไทยแลนด์) จำกัด (มหาชน),"034-362104 ,098-8325032",rs_hr.centralwest@aeon.co.th,1
สจจ.ระยอง,ห้างหุ้นส่วนจำกัด อารียา พรูเด้นท์,089-7896996,111@hotmail.com,0
สจจ.นครปฐม,ร้าน maxs toys,0818505698,masteroflaw.bangna15@gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๒,บริษัท กู คอร์ปอเรชั่น จำกัด,081-8040126,xx@hotmail.com,0
สจจ.เลย,สยามแม็คโคร จำกัด (มหาชน),0853127408,xxx@xxx.xxx,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๗,บริษัท พี.เค. เฮลท์แคร์ แอนด์ เมดิคอล จำกัด,020299773,pakin.jindapon@gmail.com,1
สจจ.สงขลา,บจก.สตีล เอ็นจิเนียริ่ง สตรัคเจอร์,074-800789,sesthailand@hotmail.com,1
สจจ.ชุมพร,บริษัท โชคอนันต์ชุมพร จำกัด,077501186,kongtong_palm@hotmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๒,บริษัท ไทยยูเนี่ยน กราฟฟิกส์ จำกัด,02-8955865-6,xx@hotmail.com,0
สจจ.บึงกาฬ,บริษัท รับเบอร์แลนด์โปรดักส์ จำกัด,042-491024,nikorn@sritranggroup.com,1
สจจ.เพชรบูรณ์,บริษัท มิตซูออโต้เพชรบูรณ์ จำกัด,056-713855,jems@gmail.com,1
สจจ.สุพรรณบุรี,บริษัท โตโยต้า เมืองสุพรรณ ผู้จำหน่ายโตโยต้า จำกัด,035-514888,cr.toyota.muangsuphan@gmail.com,1
สจจ.ชลบุรี,บริษัท ชลบุรีก่อสร้าง แอนด์ เซอร์วิส (2005) จำกัด,086-3387009,123@hotmail.com,0
สจจ.สุราษฎร์ธานี,บริษัท ทักษิณปาล์ม (2521) จำกัด,077200654-8,panaree_koi@hotmail.com,1
สจจ.ระยอง,บริษัท บริดจสโตน เมตัลฟา (ประเทศไทย) จำกัด,038-684700,chirapon.chiranairadul@bridgestone.com,1
สจจ.ประจวบคีรีขันธ์,บริษัท โกลเด้นซี 2018 จำกัด (โรงแรม Golden Sea),032-900841,supit.sr@goldenseahuahin.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๒,บริษัท ไทยเวิลด์คัพอีลาสติค จำกัด,02-8996722,xx@hotmail.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๓,บริษัท แปซิฟิค รับเบอร์เวิร์คส์ จำกัด (สำนักงานใหญ่),027445051-5,humam-resuree@pacific-rubber.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๓,บริษัท เอเพ็กซ์ เมดิคอล เซ็นเตอร์ จำกัด,065-7240983,hr.apex95@gmail.com,1
สจจ.มุกดาหาร,ร้านมุกดาหารชัตเตอร์,042 611 986/088-3779393/098-6419596,mukdahan.shutter@gmail.com,1
สจจ.สมุทรสาคร,บริษัท ทองเครือ เอ็นจิเนียริ่ง จำกัด(สมุทรสาคร),034-873710-11,pattaporn.lk@gmail.com,1
สจจ.ชลบุรี,บริษัท ซุปเปอร์ฟาสท์ เทคโนโลยี (ประเทศไทย) จำกัด,038-798587-8,chalermpol.d@superfast.co.th,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๔,บริษัท เลิศถาวรวิศวกิจ จำกัด,029486988,helendoro.centraleastville@gmail.com,1
สจจ.ประจวบคีรีขันธ์,บริษัท เอ ที ซี ทราฟฟิค จำกัด (สาขาประจวบคีรีขันธ์),032-684166,hr.atc891@gmail.com,1
สจจ.อุบลราชธานี,ห้างหุ้นส่วนจำกัด อุบลอนันต์พานิช,045-254247,ubon.anan@gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๗,บริษัท ไทยวิคเตอร์ฟู้ด จำกัด,024455935,contact@thaivictorfood.com,1
สจจ.ระนอง,บริษัท น้ำใส เขาสวย รีสอร์ท จำกัด,077-989855,doe_ranong@hotmail.com,1
สจจ.กระบี่,บริษัทไทยแม็ค เอสทีอาร์ จำกัด (สาขากระบี่2),0869544391,kr.thaimac@gmail.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๑,บริษัท ฉัตรทวีกิจคอร์เปอเรชั่น จำกัด,02-2122175-6,jaruwun@ptrcgroup.com,1
สจจ.สมุทรปราการ,บริษัท  โมเดิร์น แทนนิ่ง (ไทยแลนด์)  จำกัด,02-3230612,nuttaya639@hotmail.com,1
สจจ.พัทลุง,บริษัท เอสดีที พาราวู้ด จำกัด,0980132122,sdt_phatthalung@hotmail.com,1
สจจ.ฉะเชิงเทรา,บริษัท ออโต้ เมททอล พาร์ท จำกัด,0-3857-7901-2,xx@gmail.com,0
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๑,ไทยเวอลด์ อิมปอร์ต เอ็กซปอร์ต จำกัด,022940178,hr@thaiagri.com,1
สจจ.สงขลา,บริษัท ที.ซี.กรุ๊ป จำกัด,074-252088,TC1-Group@hotmail.com,1
สจจ.สงขลา,บริษัท สยาม ไฟเบอร์บอร์ด จำกัด,074-291111 ต่อ 751,hrsfc@siamfibreboard.com,1
สจจ.นครราชสีมา,บริษัท ตงฮั้วบัวใหญ่ (1994) จำกัด,0-4429-2222 ต่อ 2142,tossporn@tonghuarioe.com,1
สำนักงานจัดหางานกรุงเทพมหานครพื้นที่ ๑,บริษัท คอร์ราโด พลัส จำกัด,022954531-2,corrado@gmail.com,1
สจจ.สงขลา,บริษัท ท้อปโกลฟ เทคโนโลยี (ประเทศไทย) จำกัด,074-410888 ต่อ 220,human.topglove@gmail.com,1
สจจ.สมุทรสาคร,บริษัท วี.เอส.อุตสาหกรรมเฟอร์นิเจอร์สมุทรสาคร จำกัด,034-425426-7,wiparat_seepan@hotmail.com,1
